timestamp,timestamp_ns,rtt_ms,ttl,bytes,rssi_dbm,noise_dbm,tx_rate_mbps,channel,phy_mode,mcs,nss
2026-06-11 18:19:47.855,1781194787855457000,587.385000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:48.860,1781194788860483000,302.402000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:49.865,1781194789865573000,265.278000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:50.870,1781194790870703000,290.805000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:51.875,1781194791875495000,171.270000,64,64,-39,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:52.880,1781194792880803000,761.157000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:53.885,1781194793885624000,29.735000,64,64,-41,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:54.890,1781194794890892000,381.900000,64,64,-37,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:55.895,1781194795895989000,229.085000,64,64,-37,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:56.900,1781194796900885000,181.186000,64,64,-37,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:57.905,1781194797906119000,107.924000,64,64,-39,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:58.910,1781194798911160000,502.416000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:59.916,1781194799916292000,309.458000,64,64,-35,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:00.921,1781194800921367000,24.590000,64,64,-37,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:01.926,1781194801926214000,224.425000,64,64,-36,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:02.931,1781194802931435000,267.335000,64,64,-36,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:03.936,1781194803936586000,216.175000,64,64,-36,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:04.941,1781194804941641000,87.389000,64,64,-36,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:05.946,1781194805946756000,99.963000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:06.951,1781194806951639000,637.706000,64,64,-38,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:07.956,1781194807956825000,,,,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:10.161,1781194810162033000,,,,-36,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:20:12.342,1781194812342706000,278.815000,64,64,-34,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
